,Subscription Code,Flow Rate (l/s),Number of Negative Flows,Percentage of Negative Flows,Operating Hours (h),Consumption (m³),Number of Available Data Points,تعداد مورد انتظار,درصد اطلاعات موجود,month,License Type,Installation Date,County
10703,603098,37.74,0,0.0,606.1,82632.6,31,31,100.0,1403/06,کشاورزی,1402/09/14,تربت حیدریه
10704,517909,,0,0.0,0.0,0.0,31,31,100.0,1403/06,,,
10705,603030,22.07,0,0.0,119.8,9703.4,31,31,100.0,1403/06,,,
10706,603043,16.71,0,0.0,389.2,23986.7,31,31,100.0,1403/06,,,
10707,805130,,0,0.0,0.0,0.0,31,31,100.0,1403/06,شرب و بهداشت دام,1401/07/19,نیشابور
10708,529065,,0,0.0,0.0,138.5,31,31,100.0,1403/06,کشاورزی,1399/10/10,مشهد
10709,622169,1.82,0,0.0,61.9,460.157,31,31,100.0,1403/06,شرب و بهداشت دام,1402/05/25,تربت حیدریه
10710,515678,11.96,0,0.0,442.3,18376.5,31,31,100.0,1403/06,کشاورزی,1400/09/16,مشهد
10711,603393,8.46,0,0.0,687.5,21472.3,31,31,100.0,1403/06,کشاورزی,1401/09/06,تربت حیدریه
10712,603143,21.55,0,0.0,605.0,46959.6,31,31,100.0,1403/06,,,
10713,529011,33.76,0,0.0,551.6,67003.0,31,31,100.0,1403/06,کشاورزی,1399/07/14,مشهد
10714,520175,0.74,0,0.0,484.5,1221.12,31,31,100.0,1403/06,صنعتی,1400/07/20,مشهد
10715,200245,6.36,0,0.0,155.0,3526.8,7,31,22.58,1403/06,کشاورزی,1401/09/21,قوچان
10716,514162,4.74,0,0.0,714.8,12338.1,31,31,100.0,1403/06,کشاورزی,1399/07/10,مشهد
10717,516824,,0,0.0,0.0,0.0,31,31,100.0,1403/06,کشاورزی,1400/06/16,مشهد
10718,529063,7.74,0,0.0,670.6,18736.7,31,31,100.0,1403/06,کشاورزی,1399/10/30,مشهد
10719,615159,,0,0.0,0.0,0.0,31,31,100.0,1403/06,شرب و بهداشت دام,1401/04/22,تربت حیدریه
10720,622024,9.88,0,0.0,619.2,22010.6,31,31,100.0,1403/06,کشاورزی,1402/03/16,تربت حیدریه
10721,603018,31.1,0,0.0,283.4,34078.0,31,31,100.0,1403/06,کشاورزی,1402/07/12,تربت حیدریه
10722,529040,15.76,0,0.0,177.6,10324.484,31,31,100.0,1403/06,کشاورزی,1401/03/31,مشهد
10723,603073,19.15,0,0.0,358.9,25159.69,31,31,100.0,1403/06,کشاورزی,1402/12/20,تربت حیدریه
10724,606231,32.92,0,0.0,663.6,78814.2,31,31,100.0,1403/06,کشاورزی,1402/03/15,گناباد
10725,514689,13.73,0,0.0,385.8,19054.41,31,31,100.0,1403/06,کشاورزی,1402/11/29,مشهد
10726,608166,,0,0.0,0.0,0.0,31,31,100.0,1403/06,شرب و بهداشت دام,1399/08/27,کاشمر
10727,516627,1.75,0,0.0,80.1,506.595,31,31,100.0,1403/06,صنعتی,1399/06/30,مشهد
10728,519664,1.85,0,0.0,46.4,236.501,31,31,100.0,1403/06,شرب و بهداشت دام,1399/05/27,مشهد
10729,805591,2.46,0,0.0,37.4,329.336,31,31,100.0,1403/06,شرب و بهداشت دام,1401/12/01,نیشابور
10730,529068,16.99,0,0.0,545.0,33317.0,31,31,100.0,1403/06,کشاورزی,1399/06/17,مشهد
10731,805671,0.82,0,0.0,2.7,13.846,31,31,100.0,1403/06,کشاورزی,1400/04/19,نیشابور
10732,514322,10.61,0,0.0,566.4,21606.0,31,31,100.0,1403/06,کشاورزی,1399/09/08,مشهد
10733,302038,1.37,0,0.0,13.4,63.532,31,31,100.0,1403/06,,,
10734,515023,3.54,0,0.0,559.2,7230.6,31,31,100.0,1403/06,کشاورزی,1401/02/04,مشهد
10735,609191,,0,0.0,0.0,0.0,31,31,100.0,1403/06,صنعتی,1403/09/20,کاشمر
10736,514438,10.76,0,0.0,592.1,22920.58,31,31,100.0,1403/06,کشاورزی,1403/04/19,مشهد
10737,515976,2.1,0,0.0,2.3,17.764,31,31,100.0,1403/06,سایر,1399/07/05,مشهد
10738,623176,14.0,0,0.0,161.3,8179.4,31,31,100.0,1403/06,کشاورزی,1400/11/17,کاشمر
10739,519322,1.06,0,0.0,193.9,615.29,31,31,100.0,1403/06,شرب شهری,1399/11/15,نیشابور
10740,603003,,0,0.0,0.0,0.0,31,31,100.0,1403/06,کشاورزی,1403/07/25,تربت حیدریه
10741,529330,38.79,0,0.0,519.1,72099.2,31,31,100.0,1403/06,کشاورزی,1399/03/05,مشهد
10742,529314,15.75,0,0.0,9.2,447.5,31,31,100.0,1403/06,کشاورزی,1399/03/05,مشهد
10743,529336,11.65,0,0.0,50.7,1379.6,31,31,100.0,1403/06,کشاورزی,1399/03/06,مشهد
10744,529176,,0,0.0,0.0,0.0,31,31,100.0,1403/06,کشاورزی,1399/03/10,مشهد
10745,529090,25.1,0,0.0,638.1,57810.0,31,31,100.0,1403/06,,,
10746,516929,11.05,0,0.0,104.5,4271.88,31,31,100.0,1403/06,کشاورزی,1401/03/26,مشهد
10747,302341,,0,0.0,0.0,0.0,31,31,100.0,1403/06,کشاورزی,1403/07/02,گناباد
10748,519624,3.21,0,0.0,277.3,3200.926,31,31,100.0,1403/06,کشاورزی,1403/04/11,مشهد
10749,603180,6.84,0,0.0,336.5,8429.2,31,31,100.0,1403/06,کشاورزی,1402/08/18,تربت حیدریه
10750,603257,0.1,0,0.0,620.6,223.4,31,31,100.0,1403/06,کشاورزی,1402/08/04,تربت حیدریه
10751,601484,21.3,0,0.0,556.8,43987.6,31,31,100.0,1403/06,کشاورزی,1401/12/12,تربت حیدریه
10752,302373,1.6,0,0.0,3.4,21.63,31,31,100.0,1403/06,شرب و بهداشت دام,1401/03/23,گناباد
10753,515645,8.23,0,0.0,655.8,21156.2,31,31,100.0,1403/06,کشاورزی,1399/05/09,مشهد
10754,603275,,0,0.0,0.0,0.0,31,31,100.0,1403/06,شرب و بهداشت دام,1400/05/10,تربت حیدریه
10755,615274,3.72,0,0.0,48.7,643.387,31,31,100.0,1403/06,,,
10756,601426,2.05,0,0.0,369.1,2707.87,31,31,100.0,1403/06,کشاورزی,1399/06/24,تربت حیدریه
10757,514937,,0,0.0,0.0,0.0,31,31,100.0,1403/06,کشاورزی,1403/09/20,مشهد
10758,604060,16.76,0,0.0,266.0,15974.0,31,31,100.0,1403/06,کشاورزی,1401/03/01,تربت حیدریه
10759,615609,2.8,0,0.0,36.5,442.941,31,31,100.0,1403/06,صنعتی,1400/02/01,تربت حیدریه
10760,529376,,0,0.0,0.0,0.0,31,31,100.0,1403/06,,,
10761,209099,5.28,0,0.0,340.7,7443.51,31,31,100.0,1403/06,کشاورزی,1402/04/27,درگز
10762,514192,6.48,0,0.0,92.7,37214.7,31,31,100.0,1403/06,کشاورزی,1400/02/22,مشهد
10763,200284,22.41,0,0.0,701.2,56434.032,31,31,100.0,1403/06,کشاورزی,1402/04/04,قوچان
10764,542651,3.13,0,0.0,710.1,8002.08,31,31,100.0,1403/06,,,
10765,529071,6.13,0,0.0,719.3,15899.2,31,31,100.0,1403/06,کشاورزی,1401/05/16,مشهد
10766,603028,17.96,0,0.0,623.0,40309.7,31,31,100.0,1403/06,کشاورزی,1403/02/01,تربت حیدریه
10767,518586,1.71,0,0.0,27.9,175.318,31,31,100.0,1403/06,شرب و بهداشت دام,1399/08/02,مشهد
10768,603112,8.53,0,0.0,567.3,17138.6,31,31,100.0,1403/06,کشاورزی,1401/11/22,تربت حیدریه
10769,517235,3.25,0,0.0,22.1,261.79,31,31,100.0,1403/06,خدمات,1401/05/15,مشهد
10770,516414,1.23,0,0.0,24.1,102.813,31,31,100.0,1403/06,شرب شهری,1401/05/24,مشهد
10771,514178,3.42,0,0.0,696.1,8706.73,31,31,100.0,1403/06,کشاورزی,1403/04/05,مشهد
10772,530103,,0,0.0,0.0,0.0,31,31,100.0,1403/06,شرب و بهداشت دام,1399/05/08,مشهد
10773,603506,2.3,0,0.0,618.1,5113.5,31,31,100.0,1403/06,کشاورزی,1400/02/30,تربت حیدریه
10774,603229,2.04,0,0.0,14.3,104.862,31,31,100.0,1403/06,کشاورزی,1401/02/15,تربت حیدریه
10775,529061,11.31,0,0.0,640.9,26207.3,31,31,100.0,1403/06,کشاورزی,1400/04/21,مشهد
10776,514815,23.58,0,0.0,557.5,47387.11,31,31,100.0,1403/06,کشاورزی,1403/04/17,مشهد
10777,516280,,0,0.0,0.0,0.0,31,31,100.0,1403/06,صنعتی,1400/11/13,مشهد
10778,603402,17.18,0,0.0,347.2,21281.186,31,31,100.0,1403/06,کشاورزی,1403/05/28,تربت حیدریه
10779,622594,2.69,0,0.0,13.9,132.438,31,31,100.0,1403/06,,,
10780,601441,0.78,0,0.0,225.9,531.1,31,31,100.0,1403/06,کشاورزی,1400/03/09,تربت حیدریه
10781,603097,15.06,0,0.0,697.4,37836.4,31,31,100.0,1403/06,کشاورزی,1403/01/11,تربت حیدریه
10782,529115,18.87,0,0.0,577.9,39180.7,31,31,100.0,1403/06,کشاورزی,1399/08/08,مشهد
10783,911146,1.91,0,0.0,11.0,78.241,31,31,100.0,1403/06,صنعتی,1399/08/18,تربت جام
10784,516814,19.29,0,0.0,558.5,38492.8,31,31,100.0,1403/06,کشاورزی,1402/10/11,مشهد
10785,603061,23.48,0,0.0,507.6,42898.8,31,31,100.0,1403/06,,,
10786,303064,1.72,0,0.0,135.8,838.33,31,31,100.0,1403/06,صنعتی,1402/03/02,گناباد
10787,516524,2.12,0,0.0,8.1,69.242,31,31,100.0,1403/06,صنعتی,1399/06/26,مشهد
10788,515800,,0,0.0,0.0,0.3,31,31,100.0,1403/06,کشاورزی,1399/05/30,مشهد
10789,200729,4.89,0,0.0,288.2,5056.188,31,31,100.0,1403/06,,,
10790,910611,3.26,0,0.0,161.9,2028.905,31,31,100.0,1403/06,کشاورزی,1403/01/25,مشهد
10791,108154,,0,0.0,0.0,96.0,31,31,100.0,1403/06,کشاورزی,1402/06/18,کاشمر
10792,805158,0.87,0,0.0,282.2,876.56,31,31,100.0,1403/06,,,
10793,541763,,0,0.0,0.0,0.0,31,31,100.0,1403/06,,,
10794,910367,,0,0.0,0.0,0.0,31,31,100.0,1403/06,,,
10795,604749,,0,0.0,0.0,0.0,31,31,100.0,1403/06,خدمات,1403/02/27,تربت حیدریه
10796,806441,,0,0.0,0.0,2.155,31,31,100.0,1403/06,,,
10797,608588,3.32,0,0.0,12.2,191.604,31,31,100.0,1403/06,خدمات,1403/05/20,کاشمر
10798,806444,,0,0.0,0.0,0.0,11,31,35.48,1403/06,,,
10799,604292,0.91,0,0.0,513.9,1600.159,31,31,100.0,1403/06,کشاورزی,1403/05/03,تربت حیدریه
10800,100129,14.83,0,0.0,345.7,19035.81,31,31,100.0,1403/06,کشاورزی,1403/04/11,سبزوار
10801,603076,27.91,0,0.0,619.0,62235.0,31,31,100.0,1403/06,کشاورزی,1400/11/05,تربت حیدریه
10802,618457,10.05,0,0.0,0.3,26.29,31,31,100.0,1403/06,,,
10803,518159,1.33,0,0.0,263.2,1255.66,31,31,100.0,1403/06,خدمات,1401/02/31,مشهد
10804,516579,6.37,0,0.0,639.4,14583.3,31,31,100.0,1403/06,کشاورزی,1399/09/23,مشهد
10805,102406,2.15,0,0.0,597.7,4607.257,31,31,100.0,1403/06,کشاورزی,1403/05/16,سبزوار
10806,805821,3.05,0,0.0,0.7,8.07,31,31,100.0,1403/06,خدمات,1400/02/19,مشهد
10807,102137,0.54,0,0.0,119.6,236.25,31,31,100.0,1403/06,خدمات,1400/03/04,سبزوار
10808,804714,2.5,0,0.0,8.0,74.611,31,31,100.0,1403/06,خدمات,1400/02/20,نیشابور
10809,804713,2.22,0,0.0,136.3,1035.91,31,31,100.0,1403/06,خدمات,1400/02/20,نیشابور
10810,805246,1.94,0,0.0,101.9,940.78,31,31,100.0,1403/06,خدمات,1400/02/20,نیشابور
10811,102531,6.34,0,0.0,384.7,8778.8,31,31,100.0,1403/06,,,
10812,103210,6.82,0,0.0,347.5,7787.0,31,31,100.0,1403/06,,,
10813,804575,9.16,0,0.0,206.8,6807.9,31,31,100.0,1403/06,خدمات,1400/02/21,نیشابور
10814,804877,,0,0.0,0.0,25.67,31,31,100.0,1403/06,خدمات,1400/02/19,مشهد
10815,516835,,0,0.0,0.0,0.0,31,31,100.0,1403/06,صنعتی,1403/07/21,مشهد
10816,529081,24.29,0,0.0,545.5,47685.73,31,31,100.0,1403/06,کشاورزی,1399/09/07,مشهد
10817,806428,,0,0.0,0.0,45.549,31,31,100.0,1403/06,شرب و بهداشت دام,1400/10/29,نیشابور
10818,200307,1.42,0,0.0,230.2,1210.816,31,31,100.0,1403/06,کشاورزی,1403/03/13,قوچان
10819,804917,1.9,0,0.0,540.1,3698.677,31,31,100.0,1403/06,کشاورزی,1400/10/09,نیشابور
10820,109056,,0,0.0,0.0,0.0,31,31,100.0,1403/06,,,
10821,519327,,0,0.0,0.0,0.0,31,31,100.0,1403/06,صنعتی,1401/02/29,مشهد
10822,رحمانیه 34,0.3,0,0.0,4.4,3.418,31,31,100.0,1403/06,,,
10823,515332,1.48,0,0.0,30.1,180.924,31,31,100.0,1403/06,شرب شهری,1402/10/07,مشهد
10824,804873,10.33,0,0.0,582.0,21614.8,31,31,100.0,1403/06,,,
10825,804872,4.78,0,0.0,585.4,10064.7,31,31,100.0,1403/06,,,
10826,529141,29.1,0,0.0,688.3,72197.84,31,31,100.0,1403/06,کشاورزی,1401/10/04,مشهد
10827,302565,4.47,0,0.0,141.2,2747.59,31,31,100.0,1403/06,,,
10828,515737,18.14,0,0.0,587.9,38340.0,31,31,100.0,1403/06,کشاورزی,1399/12/19,مشهد
10829,806531,0.65,0,0.0,3.2,5.369,31,31,100.0,1403/06,,,
10830,518987,3.23,0,0.0,172.9,2066.72,31,31,100.0,1403/06,,,
10831,604203,2.27,0,0.0,592.9,4851.7,31,31,100.0,1403/06,کشاورزی,1400/07/10,تربت حیدریه
10832,302467,,0,0.0,0.0,0.0,31,31,100.0,1403/06,کشاورزی,1403/03/29,گناباد
10833,603009,16.38,0,0.0,544.1,32074.8,31,31,100.0,1403/06,کشاورزی,1403/02/02,تربت حیدریه
10834,805264,2.99,0,0.0,7.7,59.68,31,31,100.0,1403/06,صنعتی,1399/08/24,نیشابور
10835,516764,,0,0.0,0.0,0.0,31,31,100.0,1403/06,کشاورزی,1399/04/25,مشهد
10836,515068,2.54,0,0.0,205.6,1869.497,31,31,100.0,1403/06,کشاورزی,1403/06/20,مشهد
10837,514357,42.33,0,0.0,702.3,107279.0,31,31,100.0,1403/06,کشاورزی,1401/01/27,مشهد
10838,603027,31.56,0,0.0,154.4,17555.071,31,31,100.0,1403/06,کشاورزی,1403/06/22,تربت حیدریه
10839,608931,0.96,0,0.0,706.3,2440.33,31,31,100.0,1403/06,کشاورزی,1402/10/16,کاشمر
10840,605368,4.2,0,0.0,519.7,7641.0,31,31,100.0,1403/06,کشاورزی,1399/12/06,تربت حیدریه
10841,603542,6.21,0,0.0,656.7,14653.02,31,31,100.0,1403/06,,,
10842,806478,0.67,0,0.0,45.8,109.664,31,31,100.0,1403/06,,,
10843,805918,,0,0.0,0.0,0.0,31,31,100.0,1403/06,,,
10844,518223,,0,0.0,0.0,0.0,31,31,100.0,1403/06,,,
10845,518080,0.41,0,0.0,713.4,1090.21,31,31,100.0,1403/06,شرب و بهداشت دام,1402/01/22,مشهد
10846,529022,20.28,0,0.0,563.0,41158.4,31,31,100.0,1403/06,کشاورزی,1401/07/02,مشهد
10847,805465,0.89,0,0.0,653.2,2033.218,31,31,100.0,1403/06,صنعتی,1403/05/24,نیشابور
10848,514360,1.7,0,0.0,729.0,4457.1,31,31,100.0,1403/06,کشاورزی,1399/07/22,مشهد
10849,515472,8.74,0,0.0,686.0,21582.94,31,31,100.0,1403/06,صنعتی,1403/02/10,مشهد
10850,529296,,0,0.0,0.0,0.5,31,31,100.0,1403/06,کشاورزی,1402/12/15,مشهد
10851,517337,1.32,0,0.0,18.1,94.593,31,31,100.0,1403/06,صنعتی,1402/12/05,مشهد
10852,514814,10.92,0,0.0,298.9,15157.3,14,31,45.16,1403/06,کشاورزی,1400/06/11,مشهد
10853,100168,17.69,0,0.0,166.2,10537.9,31,31,100.0,1403/06,خدمات,1401/03/05,سبزوار
10854,100169,30.52,0,0.0,465.6,51730.9,31,31,100.0,1403/06,خدمات,1401/07/19,سبزوار
10855,516918,1.89,0,0.0,489.4,3378.634,31,31,100.0,1403/06,,,
10856,525966,2.56,0,0.0,415.9,3840.07,31,31,100.0,1403/06,خدمات,1400/07/25,مشهد
10857,517780,,0,0.0,0.0,0.0,31,31,100.0,1403/06,خدمات,1398/12/15,مشهد
10858,514163,21.15,0,0.0,703.3,53927.4,31,31,100.0,1403/06,,,
10859,100001,20.87,0,0.0,719.9,54144.0,31,31,100.0,1403/06,,,
10860,514870,,0,0.0,0.0,0.0,15,31,48.39,1403/06,,,
10861,517344,4.65,0,0.0,457.2,7569.799,31,31,100.0,1403/06,کشاورزی,1403/04/27,مشهد
10862,515713,14.5,0,0.0,360.4,18759.5,31,31,100.0,1403/06,صنعتی,1399/09/12,مشهد
10863,514049,5.06,0,0.0,275.5,4945.587,31,31,100.0,1403/06,کشاورزی,1403/04/19,مشهد
10864,516618,1.48,0,0.0,342.6,1822.09,31,31,100.0,1403/06,صنعتی,1401/08/10,مشهد
10865,805446,20.9,0,0.0,446.4,34234.4,31,31,100.0,1403/06,صنعتی,1400/04/15,نیشابور
10866,600136,6.45,0,0.0,626.7,14551.78,31,31,100.0,1403/06,کشاورزی,1403/01/09,تربت حیدریه
10867,518827,,0,0.0,0.0,0.0,31,31,100.0,1403/06,صنعتی,1403/06/06,مشهد
10868,515057,19.47,0,0.0,727.9,51135.8,31,31,100.0,1403/06,,,
10869,514366,6.05,0,0.0,438.2,9539.5,31,31,100.0,1403/06,کشاورزی,1400/07/27,مشهد
10870,911438,1.25,0,0.0,64.8,294.54,31,31,100.0,1403/06,شرب و بهداشت دام,1400/10/15,تربت جام
10871,910902,13.05,0,0.0,634.6,29862.2,31,31,100.0,1403/06,کشاورزی,1400/10/19,تربت جام
10872,529101,38.82,0,0.0,332.8,46319.5,31,31,100.0,1403/06,,,
10873,101064,0.95,0,0.0,240.5,732.676,31,31,100.0,1403/06,شرب و بهداشت دام,1403/03/30,سبزوار
10874,519195,,0,0.0,0.0,0.0,31,31,100.0,1403/06,,,
10875,519563,1.43,0,0.0,43.3,251.9,31,31,100.0,1403/06,شرب و بهداشت دام,1402/04/22,مشهد
10876,515433,2.67,0,0.0,63.3,633.018,31,31,100.0,1403/06,شرب شهری,1403/04/12,مشهد
10877,606085,25.48,0,0.0,45.9,4234.84,31,31,100.0,1403/06,کشاورزی,1401/06/05,تربت حیدریه
10878,602428-1,6.37,0,0.0,279.1,6399.9,31,31,100.0,1403/06,,,
10879,602428-2,6.24,0,0.0,8.8,205.612,31,31,100.0,1403/06,,,
10880,602667,,0,0.0,0.0,0.0,31,31,100.0,1403/06,,,
10881,602433,17.62,0,0.0,462.7,30746.7,31,31,100.0,1403/06,,,
10882,602431,20.38,0,0.0,545.4,40051.7,31,31,100.0,1403/06,,,
10883,602432,22.2,0,0.0,271.1,21617.5,31,31,100.0,1403/06,,,
10884,602429,22.95,0,0.0,427.0,35174.2,31,31,100.0,1403/06,,,
10885,602430,21.76,0,0.0,142.8,11167.8,31,31,100.0,1403/06,,,
10886,927140,3.73,0,0.0,405.8,5563.5,31,31,100.0,1403/06,کشاورزی,1400/09/16,تایباد
10887,516349,9.69,0,0.0,538.4,18842.05,31,31,100.0,1403/06,کشاورزی,1399/10/22,مشهد
10888,514617,5.75,0,0.0,132.1,2766.545,31,31,100.0,1403/06,کشاورزی,1399/05/25,مشهد
10889,518798,2.27,0,0.0,1.4,13.037,31,31,100.0,1403/06,,,
10890,515437,31.6,0,0.0,605.7,71909.0,31,31,100.0,1403/06,کشاورزی,1401/03/09,مشهد
10891,516907,,0,0.0,0.0,0.0,31,31,100.0,1403/06,,,
10892,603405,19.09,0,0.0,733.7,50699.9,31,31,100.0,1403/06,کشاورزی,1400/04/06,تربت حیدریه
10893,603463,20.57,0,0.0,545.1,40635.0,31,31,100.0,1403/06,کشاورزی,1400/04/06,تربت حیدریه
10894,604414,30.46,0,0.0,723.8,79849.4,31,31,100.0,1403/06,کشاورزی,1403/03/22,تربت حیدریه
10895,622137,15.66,0,0.0,648.4,36607.6,31,31,100.0,1403/06,کشاورزی,1402/07/24,تربت حیدریه
10896,606042,35.21,0,0.0,486.7,63602.7,31,31,100.0,1403/06,کشاورزی,1402/12/14,تربت حیدریه
10897,202259,1.78,0,0.0,96.0,572.913,31,31,100.0,1403/06,,,
10898,200114,,0,0.0,0.0,0.0,31,31,100.0,1403/06,,,
10899,516190,0.88,0,0.0,149.5,476.21,31,31,100.0,1403/06,صنعتی,1399/02/11,مشهد
10900,606009,21.95,0,0.0,714.4,56857.0,31,31,100.0,1403/06,کشاورزی,1400/12/05,تربت حیدریه
10901,514901,25.49,0,0.0,165.3,15185.5,7,31,22.58,1403/06,کشاورزی,1399/10/24,مشهد
10902,302593,,0,0.0,0.0,0.0,31,31,100.0,1403/06,,,
10903,514377,1.5,0,0.0,390.8,2154.1,31,31,100.0,1403/06,کشاورزی,1401/01/22,مشهد
10904,515590,2.41,0,0.0,152.4,1314.81,31,31,100.0,1403/06,شرب و بهداشت دام,1399/11/13,مشهد
10905,516239,,0,0.0,0.0,0.0,31,31,100.0,1403/06,شرب شهری,1403/02/06,مشهد
10906,606006,31.72,0,0.0,599.4,68527.7,31,31,100.0,1403/06,کشاورزی,1402/06/08,تربت حیدریه
10907,606010,36.0,0,0.0,503.7,89870.0,31,31,100.0,1403/06,کشاورزی,1400/12/18,تربت حیدریه
10908,518508,1.11,0,0.0,315.6,1258.741,31,31,100.0,1403/06,شرب شهری,1402/12/21,مشهد
10909,518404,,0,0.0,0.0,0.0,31,31,100.0,1403/06,صنعتی,1402/07/26,مشهد
10910,529234,,0,0.0,0.0,0.0,31,31,100.0,1403/06,,,
10911,517268,23.03,0,0.0,530.3,43762.4,31,31,100.0,1403/06,کشاورزی,1403/01/29,مشهد
10912,514628,0.4,0,0.0,0.1,2.09,31,31,100.0,1403/06,کشاورزی,1400/06/16,مشهد
10913,100439,4.87,0,0.0,627.5,11005.33,31,31,100.0,1403/06,کشاورزی,1403/02/16,سبزوار
10914,518472,1.33,0,0.0,3.4,16.807,31,31,100.0,1403/06,صنعتی,1401/12/21,مشهد
10915,603049,30.29,0,0.0,734.3,80178.8,31,31,100.0,1403/06,کشاورزی,1402/02/05,تربت حیدریه
10916,302159,0.75,0,0.0,643.9,1283.4,31,31,100.0,1403/06,کشاورزی,1400/04/27,گناباد
10917,514017,23.03,0,0.0,429.7,35548.9,31,31,100.0,1403/06,کشاورزی,1399/09/22,مشهد
10918,200932,5.18,0,0.0,43.3,794.191,31,31,100.0,1403/06,کشاورزی,1402/10/06,قوچان
10919,514018,15.73,0,0.0,626.8,35450.1,31,31,100.0,1403/06,کشاورزی,1399/08/15,مشهد
10920,517039,2.64,0,0.0,39.2,358.044,31,31,100.0,1403/06,صنعتی,1402/08/14,مشهد
10921,514436,20.92,0,0.0,659.5,49658.9,31,31,100.0,1403/06,کشاورزی,1403/02/27,مشهد
10922,107286,0.2,0,0.0,10.8,7.743,31,31,100.0,1403/06,,,
10923,606138,31.9,0,0.0,649.7,74643.0,31,31,100.0,1403/06,کشاورزی,1400/11/29,بجستان
10924,529027,,0,0.0,0.0,33.0,31,31,100.0,1403/06,کشاورزی,1399/02/15,مشهد
10925,529182,2.78,0,0.0,371.4,3720.36,31,31,100.0,1403/06,صنعتی,1401/01/28,مشهد
10926,209317,13.34,0,0.0,420.6,20401.4,31,31,100.0,1403/06,,,
10927,518488,4.4,0,0.0,685.9,10778.4,31,31,100.0,1403/06,صنعتی,1403/04/06,مشهد
10928,603250,7.76,0,0.0,632.1,17516.59,31,31,100.0,1403/06,کشاورزی,1402/12/20,تربت حیدریه
10929,101203,0.57,0,0.0,386.5,811.192,31,31,100.0,1403/06,شرب و بهداشت دام,1403/03/30,سبزوار
10930,520115,,0,0.0,0.0,0.0,31,31,100.0,1403/06,صنعتی,1402/05/02,مشهد
10931,603084,14.9,0,0.0,636.1,34111.9,31,31,100.0,1403/06,کشاورزی,1402/12/25,تربت حیدریه
10932,525522,10.72,0,0.0,727.5,28117.0,31,31,100.0,1403/06,صنعتی,1399/06/06,مشهد
10933,517251,3.36,0,0.0,174.2,1977.899,31,31,100.0,1403/06,صنعتی,1399/09/11,مشهد
10934,107260,2.28,0,0.0,67.4,790.129,31,31,100.0,1403/06,خدمات,1400/02/02,نیشابور
10935,516095,,0,0.0,0.0,0.002,31,31,100.0,1403/06,شرب شهری,1401/06/27,مشهد
10936,200682,2.07,0,0.0,3.9,72.51,31,31,100.0,1403/06,صنعتی,1400/07/26,قوچان
10937,604634,2.54,0,0.0,41.1,366.356,31,31,100.0,1403/06,کشاورزی,1401/02/12,تربت حیدریه
10938,212144,3.4,0,0.0,719.3,8900.4,31,31,100.0,1403/06,,,
10939,212151,0.5,0,0.0,468.8,862.96,31,31,100.0,1403/06,,,
10940,212143,5.7,0,0.0,0.5,10.98,31,31,100.0,1403/06,,,
10941,212149,1.41,0,0.0,694.8,3492.55,31,31,100.0,1403/06,,,
10942,212146,1.57,0,0.0,735.2,4187.29,31,31,100.0,1403/06,,,
10943,212148,1.87,0,0.0,668.3,4508.417,31,31,100.0,1403/06,,,
10944,212147,1.05,0,0.0,558.7,2109.16,31,31,100.0,1403/06,,,
10945,212145,0.39,0,0.0,108.6,155.65,31,31,100.0,1403/06,,,
10946,212152,1.54,0,0.0,735.3,4114.05,31,31,100.0,1403/06,,,
10947,212153,25.87,0,0.0,735.0,68499.0,31,31,100.0,1403/06,,,
10948,806427,,0,0.0,0.0,0.0,25,31,80.65,1403/06,,,
10949,530865,2.46,0,0.0,49.6,449.98,31,31,100.0,1403/06,صنعتی,1399/06/04,مشهد
10950,514444,,0,0.0,0.0,0.0,31,31,100.0,1403/06,کشاورزی,1402/07/08,مشهد
10951,608685,17.39,0,0.0,432.7,26732.6,31,31,100.0,1403/06,خدمات,1401/02/25,کاشمر
10952,پارک پردیس,33.74,0,0.0,488.2,58535.02,31,31,100.0,1403/06,,,
10953,بوستان پردیس قائم,8.28,0,0.0,352.7,10829.63,31,31,100.0,1403/06,,,
10954,516691,0.7,0,0.0,10.8,38.13,31,31,100.0,1403/06,شرب و بهداشت دام,1399/07/15,قوچان
10955,518510,,0,0.0,0.0,0.0,31,31,100.0,1403/06,شرب و بهداشت دام,1399/07/20,قوچان
10956,517343,,0,0.0,0.0,0.0,31,31,100.0,1403/06,,,
10957,100669,28.24,0,0.0,98.4,11552.6,31,31,100.0,1403/06,کشاورزی,1401/04/22,سبزوار
10958,608105,,0,0.0,0.0,0.0,31,31,100.0,1403/06,شرب و بهداشت دام,1402/03/25,کاشمر
10959,526244,1.0,0,0.0,600.0,3196.44,31,31,100.0,1403/06,خدمات,1401/08/17,مشهد
10960,805869,1.9,0,0.0,37.9,287.468,31,31,100.0,1403/06,شرب و بهداشت دام,1401/09/10,نیشابور
10961,608989,2.43,0,0.0,157.6,2104.337,31,31,100.0,1403/06,شرب و بهداشت دام,1401/10/08,کاشمر
10962,514216,,0,0.0,0.0,0.0,31,31,100.0,1403/06,صنعتی,1400/02/13,مشهد
10963,514798,,0,0.0,0.0,0.0,31,31,100.0,1403/06,صنعتی,1401/05/30,مشهد
10964,622246,1.59,0,0.0,139.4,798.59,31,31,100.0,1403/06,,,
10965,514772,6.03,0,0.0,662.3,14363.9,31,31,100.0,1403/06,کشاورزی,1401/08/25,مشهد
