,Subscription Code,Flow Rate (l/s),Number of Negative Flows,Percentage of Negative Flows,Operating Hours (h),Consumption (m³),Number of Available Data Points,تعداد مورد انتظار,درصد اطلاعات موجود,month,License Type,Installation Date,County
3911,529108,,0,0.0,0.0,0.0,29,29,100.0,1402/12,کشاورزی,1399/10/09,مشهد
3912,602401,0.98,0,0.0,433.5,119.93,29,29,100.0,1402/12,شرب و بهداشت دام,1402/10/16,خواف
3913,107064,,0,0.0,0.0,0.4,29,29,100.0,1402/12,کشاورزی,1401/03/29,نیشابور
3914,604206,1.3,0,0.0,3.2,16.079,2,29,6.9,1402/12,کشاورزی,1402/10/08,تربت حیدریه
3915,516926,,0,0.0,0.0,0.0,29,29,100.0,1402/12,کشاورزی,1399/05/21,مشهد
3916,514226,,0,0.0,0.0,0.0,29,29,100.0,1402/12,کشاورزی,1400/02/22,مشهد
3917,601559,2.38,0,0.0,237.6,239.1,29,29,100.0,1402/12,صنعتی,1400/03/08,تربت حیدریه
3918,911654,,0,0.0,0.0,0.0,29,29,100.0,1402/12,صنعتی,1402/01/27,تربت جام
3919,516421,,0,0.0,0.0,0.1,29,29,100.0,1402/12,خدمات,1399/09/05,مشهد
3920,602392,1.0,0,0.0,33.5,3549.58,29,29,100.0,1402/12,,,
3921,602393,,0,0.0,0.0,0.0,29,29,100.0,1402/12,شرب و بهداشت دام,1403/06/19,خواف
3922,300299,1.72,0,0.0,286.5,286.362,29,29,100.0,1402/12,صنعتی,1402/11/06,گناباد
3923,912948,,0,0.0,0.0,0.4,29,29,100.0,1402/12,صنعتی,1400/03/03,باخرز
3924,804572,0.4,0,0.0,647.0,931.2,29,29,100.0,1402/12,کشاورزی,1399/11/19,مشهد
3925,603246,33.34,0,0.0,170.3,21316.76,29,29,100.0,1402/12,کشاورزی,1400/11/06,تربت حیدریه
3926,515767,0.3,0,0.0,617.6,666.9,29,29,100.0,1402/12,کشاورزی,1401/01/16,مشهد
3927,519349,34.65,0,0.0,232.0,30090.07,29,29,100.0,1402/12,,,
3928,911500,,0,0.0,0.0,0.0,29,29,100.0,1402/12,شرب و بهداشت دام,1399/10/12,تربت جام
3929,529106,35.24,0,0.0,250.3,33860.7,29,29,100.0,1402/12,کشاورزی,1400/06/02,مشهد
3930,519896,,0,0.0,0.0,96.7,29,29,100.0,1402/12,,,
3931,804970,0.45,0,0.0,34.1,4.807,29,29,100.0,1402/12,شرب و بهداشت دام,1401/04/08,نیشابور
3932,517413,44.92,0,0.0,112.6,10001.33,29,29,100.0,1402/12,کشاورزی,1402/12/02,مشهد
3933,604175,12.43,0,0.0,689.9,839.9,29,29,100.0,1402/12,کشاورزی,1400/10/13,تربت حیدریه
3934,518588,4.17,0,0.0,133.5,110.539,29,29,100.0,1402/12,صنعتی,1402/09/07,مشهد
3935,514805,,0,0.0,0.0,0.2,29,29,100.0,1402/12,کشاورزی,1399/07/16,مشهد
3936,515621,,0,0.0,0.0,0.7,29,29,100.0,1402/12,کشاورزی,1400/03/01,مشهد
3937,529269,,0,0.0,0.0,0.0,29,29,100.0,1402/12,کشاورزی,1399/06/06,مشهد
3938,514025,5.28,0,0.0,671.1,761.3,29,29,100.0,1402/12,کشاورزی,1399/07/02,مشهد
3939,516825,10.57,0,0.0,25.2,815.6,29,29,100.0,1402/12,کشاورزی,1401/01/15,مشهد
3940,518044,1.09,0,0.0,321.7,65.615,29,29,100.0,1402/12,سایر,1399/03/24,مشهد
3941,529065,,0,0.0,0.0,129.6,29,29,100.0,1402/12,کشاورزی,1399/10/10,مشهد
3942,515678,7.4,0,0.0,696.0,18574.3,29,29,100.0,1402/12,کشاورزی,1400/09/16,مشهد
3943,520175,0.4,0,0.0,714.5,1028.94,29,29,100.0,1402/12,صنعتی,1400/07/20,مشهد
3944,514162,3.09,0,0.0,23.1,245.7,29,29,100.0,1402/12,کشاورزی,1399/07/10,مشهد
3945,529309,12.96,0,0.0,628.4,12534.503,29,29,100.0,1402/12,کشاورزی,1402/11/23,مشهد
3946,603073,14.46,0,0.0,97.3,5497.727,29,29,100.0,1402/12,کشاورزی,1402/12/20,تربت حیدریه
3947,514417,0.7,0,0.0,696.0,1816.5,29,29,100.0,1402/12,کشاورزی,1400/07/26,مشهد
3948,523000,88.4,0,0.0,258.2,3989.7,29,29,100.0,1402/12,کشاورزی,1400/12/08,تربت جام
3949,805123,0.1,0,0.0,640.5,230.9,29,29,100.0,1402/12,صنعتی,1401/02/06,نیشابور
3950,302373,1.41,0,0.0,23.2,31.009,29,29,100.0,1402/12,شرب و بهداشت دام,1401/03/23,گناباد
3951,603275,1.8,0,0.0,442.0,2951.188,29,29,100.0,1402/12,شرب و بهداشت دام,1400/05/10,تربت حیدریه
3952,615609,4.57,0,0.0,183.2,68.028,29,29,100.0,1402/12,صنعتی,1400/02/01,تربت حیدریه
3953,200284,3.6,0,0.0,690.2,8948.8,29,29,100.0,1402/12,کشاورزی,1402/04/04,قوچان
3954,516414,0.6,0,0.0,588.8,10.568,29,29,100.0,1402/12,شرب شهری,1401/05/24,مشهد
3955,514178,,0,0.0,0.0,0.0,29,29,100.0,1402/12,کشاورزی,1403/04/05,مشهد
3956,529115,7.74,0,0.0,26.8,1586.8,29,29,100.0,1402/12,کشاورزی,1399/08/08,مشهد
3957,603061,28.6,0,0.0,229.4,22761.1,29,29,100.0,1402/12,,,
3958,515800,,0,0.0,0.0,0.2,29,29,100.0,1402/12,کشاورزی,1399/05/30,مشهد
3959,108154,4.6,0,0.0,41.7,299.3,28,29,96.55,1402/12,کشاورزی,1402/06/18,کاشمر
3960,541763,,0,0.0,0.0,0.0,29,29,100.0,1402/12,,,
3961,805821,3.66,0,0.0,0.5,4941.78,29,29,100.0,1402/12,خدمات,1400/02/19,مشهد
3962,102137,0.75,0,0.0,5.6,26.54,2,29,6.9,1402/12,خدمات,1400/03/04,سبزوار
3963,804714,3.56,0,0.0,263.0,26.16,29,29,100.0,1402/12,خدمات,1400/02/20,نیشابور
3964,804877,0.9,0,0.0,51.2,164.19,29,29,100.0,1402/12,خدمات,1400/02/19,مشهد
3965,302565,2.45,0,0.0,31.0,434.21,29,29,100.0,1402/12,,,
3966,516918,0.2,0,0.0,575.5,413.9,29,29,100.0,1402/12,,,
3967,516618,1.44,0,0.0,299.6,1553.05,29,29,100.0,1402/12,صنعتی,1401/08/10,مشهد
3968,911438,0.83,0,0.0,32.9,135.713,29,29,100.0,1402/12,شرب و بهداشت دام,1400/10/15,تربت جام
3969,602428-2,5.85,0,0.0,8.1,465.018,29,29,100.0,1402/12,,,
3970,602431,20.92,0,0.0,396.1,28053.4,29,29,100.0,1402/12,,,
3971,927140,6.31,0,0.0,67.5,1648.6,26,29,89.66,1402/12,کشاورزی,1400/09/16,تایباد
3972,606007,12.8,0,0.0,696.0,32193.7,29,29,100.0,1402/12,کشاورزی,1400/12/05,تربت حیدریه
3973,606042,37.38,0,0.0,263.8,36505.27,29,29,100.0,1402/12,کشاورزی,1402/12/14,تربت حیدریه
3974,516190,0.88,0,0.0,42.6,135.53,29,29,100.0,1402/12,صنعتی,1399/02/11,مشهد
3975,518508,,0,0.0,0.0,0.0,29,29,100.0,1402/12,شرب شهری,1402/12/21,مشهد
3976,302159,0.4,0,0.0,629.3,905.6,29,29,100.0,1402/12,کشاورزی,1400/04/27,گناباد
3977,603250,8.02,0,0.0,324.5,5133.534,29,29,100.0,1402/12,کشاورزی,1402/12/20,تربت حیدریه
3978,603084,16.88,0,0.0,95.8,6145.65,29,29,100.0,1402/12,کشاورزی,1402/12/25,تربت حیدریه
3979,212151,0.44,0,0.0,291.0,485.172,29,29,100.0,1402/12,,,
3980,212149,1.8,0,0.0,26.5,829.92,2,29,6.9,1402/12,,,
3981,212148,2.5,0,0.0,53.0,1508.12,4,29,13.79,1402/12,,,
3982,212145,0.1,0,0.0,642.9,231.7,29,29,100.0,1402/12,,,
3983,بوستان پردیس قائم,,0,0.0,0.0,0.0,4,29,13.79,1402/12,,,
3984,518510,,0,0.0,0.0,0.0,29,29,100.0,1402/12,شرب و بهداشت دام,1399/07/20,قوچان
3985,517612,8.53,0,0.0,595.0,18424.39,29,29,100.0,1402/12,صنعتی,1402/01/27,مشهد
3986,608989,3.0,0,0.0,13.5,176.951,29,29,100.0,1402/12,شرب و بهداشت دام,1401/10/08,کاشمر
3987,517624,2.1,0,0.0,1.6,73.981,29,29,100.0,1402/12,صنعتی,1401/01/20,مشهد
3988,529650,,0,0.0,0.0,9.7,29,29,100.0,1402/12,,,
3989,805853,,0,0.0,0.0,0.823,29,29,100.0,1402/12,کشاورزی,1401/02/21,نیشابور
3990,927139,4.84,0,0.0,25.2,783.09,29,29,100.0,1402/12,کشاورزی,1401/10/14,تایباد
3991,519467,,0,0.0,0.0,0.0,29,29,100.0,1402/12,کشاورزی,1403/01/19,مشهد
3992,541355,1.07,0,0.0,1.8,25.315,29,29,100.0,1402/12,,,
3993,602864,11.69,0,0.0,509.7,20321.0,29,29,100.0,1402/12,خدمات,1401/05/26,خواف
3994,519696,,0,0.0,0.0,0.0,29,29,100.0,1402/12,صنعتی,1399/12/02,مشهد
3995,911987,,0,0.0,0.0,0.0,29,29,100.0,1402/12,,,
3996,603550,25.48,0,0.0,303.1,29161.8,29,29,100.0,1402/12,کشاورزی,1399/11/28,کاشمر
3997,516368,,0,0.0,0.0,0.0,29,29,100.0,1402/12,کشاورزی,1400/04/29,مشهد
3998,516355,15.6,0,0.0,20.5,1165.3,6,29,20.69,1402/12,کشاورزی,1400/07/20,مشهد
3999,516353,,0,0.0,0.0,0.5,29,29,100.0,1402/12,کشاورزی,1400/05/05,مشهد
4000,516352,21.98,0,0.0,150.4,13382.0,29,29,100.0,1402/12,کشاورزی,1400/01/21,مشهد
4001,514088,78.78,0,0.0,313.0,53396.0,29,29,100.0,1402/12,کشاورزی,1400/07/20,مشهد
4002,516369,5.9,0,0.0,119.5,2538.0,5,29,17.24,1402/12,کشاورزی,1400/08/25,مشهد
4003,514654,2.0,0,0.0,696.0,5056.9,29,29,100.0,1402/12,,,
4004,515619,,0,0.0,0.0,0.0,29,29,100.0,1402/12,کشاورزی,1403/07/23,مشهد
4005,516380,5.18,0,0.0,79.5,1448.7,29,29,100.0,1402/12,کشاورزی,1400/09/18,مشهد
4006,517924,3.87,0,0.0,119.1,1623.7,29,29,100.0,1402/12,کشاورزی,1400/09/20,مشهد
4007,514186,0.8,0,0.0,696.0,2127.0,29,29,100.0,1402/12,کشاورزی,1400/08/29,مشهد
4008,516384,0.1,0,0.0,621.8,223.7,29,29,100.0,1402/12,کشاورزی,1400/07/21,مشهد
4009,516375,,0,0.0,0.0,2.6,29,29,100.0,1402/12,کشاورزی,1400/07/06,مشهد
4010,516367,,0,0.0,0.0,76.3,29,29,100.0,1402/12,کشاورزی,1400/09/01,مشهد
4011,514952,,0,0.0,0.0,99.6,29,29,100.0,1402/12,کشاورزی,1400/07/19,مشهد
4012,516386,,0,0.0,0.0,0.0,29,29,100.0,1402/12,کشاورزی,1400/07/21,مشهد
4013,111138,,0,0.0,0.0,0.2,29,29,100.0,1402/12,,,
4014,514951,,0,0.0,0.0,1.3,29,29,100.0,1402/12,,,
4015,515517,19.6,0,0.0,181.2,12498.43,29,29,100.0,1402/12,کشاورزی,1402/09/27,مشهد
4016,517099,0.3,0,0.0,693.3,748.4,29,29,100.0,1402/12,,,
4017,517303,,0,0.0,0.0,0.0,29,29,100.0,1402/12,,,
4018,514953,,0,0.0,0.0,0.0,29,29,100.0,1402/12,کشاورزی,1403/07/21,مشهد
4019,517921,,0,0.0,0.0,1.4,29,29,100.0,1402/12,کشاورزی,1400/07/17,مشهد
4020,517922,,0,0.0,0.0,2.0,29,29,100.0,1402/12,,,
4021,514813,15.73,0,0.0,739.9,8364.9,29,29,100.0,1402/12,کشاورزی,1400/10/21,مشهد
4022,517919,22.89,0,0.0,123.2,11326.0,29,29,100.0,1402/12,کشاورزی,1400/10/11,مشهد
4023,608631,,0,0.0,0.0,0.0,29,29,100.0,1402/12,کشاورزی,1401/12/24,کاشمر
4024,604034,0.5,0,0.0,696.0,1328.7,29,29,100.0,1402/12,خدمات,1399/06/23,تربت حیدریه
4025,912997,,0,0.0,0.0,77.3,29,29,100.0,1402/12,,,
4026,300263,6.33,0,0.0,445.0,2844.661,29,29,100.0,1402/12,,,
4027,201270,,0,0.0,0.0,0.0,20,29,68.97,1402/12,,,
4028,518143,2.77,0,0.0,124.9,35.826,29,29,100.0,1402/12,صنعتی,1401/10/14,مشهد
4029,515564,2.55,0,0.0,4.6,42.53,29,29,100.0,1402/12,صنعتی,1400/03/31,مشهد
4030,515888,0.8,0,0.0,718.2,2068.52,29,29,100.0,1402/12,شرب و بهداشت دام,1401/03/30,مشهد
4031,516864,1.24,0,0.0,63.5,154.593,15,29,51.72,1402/12,صنعتی,1402/12/17,مشهد
4032,514472,,0,0.0,0.0,0.0,29,29,100.0,1402/12,کشاورزی,1401/01/17,مشهد
4033,910403,1.4,0,0.0,672.8,3389.5,29,29,100.0,1402/12,کشاورزی,1402/05/29,تربت جام
4034,518172,2.4,0,0.0,6.7,109.147,29,29,100.0,1402/12,شرب شهری,1399/09/10,مشهد
4035,514710,7.4,0,0.0,696.0,18626.6,29,29,100.0,1402/12,کشاورزی,1399/06/05,مشهد
4036,518122,0.84,0,0.0,616.3,73.838,29,29,100.0,1402/12,شرب و بهداشت دام,1402/02/01,مشهد
4037,514047,2.8,0,0.0,9.2,74.3,29,29,100.0,1402/12,کشاورزی,1400/11/20,مشهد
4038,514006,3.9,0,0.0,49.8,1670.8,29,29,100.0,1402/12,کشاورزی,1401/01/31,مشهد
4039,517968,,0,0.0,0.0,7.3,29,29,100.0,1402/12,شرب و بهداشت دام,1401/05/03,قوچان
4040,302210,,0,0.0,0.0,0.0,29,29,100.0,1402/12,,,
4041,603099,4.68,0,0.0,365.5,775.962,22,29,75.86,1402/12,کشاورزی,1403/02/08,تربت حیدریه
4042,805082,,0,0.0,0.0,0.0,6,29,20.69,1402/12,کشاورزی,1399/10/15,نیشابور
4043,912528,0.2,0,0.0,628.7,452.1,29,29,100.0,1402/12,کشاورزی,1399/12/04,تایباد
4044,602795,,0,0.0,0.0,16.9,29,29,100.0,1402/12,صنعتی,1401/04/23,خواف
4045,519086,,0,0.0,0.0,2.17,21,29,72.41,1402/12,کشاورزی,1400/02/08,مشهد
4046,924098,8.66,0,0.0,130.5,3265.266,29,29,100.0,1402/12,کشاورزی,1402/08/25,تربت جام
4047,514349,41.08,0,0.0,37.0,5375.0,4,29,13.79,1402/12,کشاورزی,1399/09/03,مشهد
4048,530361,0.87,0,0.0,20.1,336.551,29,29,100.0,1402/12,کشاورزی,1401/02/05,مشهد
4049,209025,2.2,0,0.0,31.0,362.86,29,29,100.0,1402/12,کشاورزی,1401/09/07,درگز
4050,603007,6.7,0,0.0,696.0,16831.1,29,29,100.0,1402/12,کشاورزی,1402/03/14,تربت حیدریه
4051,518384,,0,0.0,0.0,11954.578,17,29,58.62,1402/12,کشاورزی,1399/11/06,مشهد
4052,805147,21.78,0,0.0,182.7,7247.2,29,29,100.0,1402/12,کشاورزی,1401/09/29,نیشابور
4053,622447,4.0,0,0.0,7.1,101.444,29,29,100.0,1402/12,,,
4054,604371,,0,0.0,0.0,0.0,29,29,100.0,1402/12,کشاورزی,1400/04/28,تربت حیدریه
4055,526064,1.0,0,0.0,0.9,8.1,29,29,100.0,1402/12,خدمات,1399/12/19,مشهد
4056,515616,,0,0.0,0.0,0.0,29,29,100.0,1402/12,کشاورزی,1400/02/13,مشهد
4057,517628,,0,0.0,0.0,0.908,29,29,100.0,1402/12,شرب و بهداشت دام,1398/11/10,مشهد
4058,514839,27.02,0,0.0,75.9,9594.09,29,29,100.0,1402/12,کشاورزی,1399/09/20,مشهد
4059,806488,0.88,0,0.0,389.5,1264.18,29,29,100.0,1402/12,کشاورزی,1400/08/16,نیشابور
4060,300156,0.8,0,0.0,1.9,10.941,29,29,100.0,1402/12,خدمات,1402/08/14,گناباد
4061,622256,,0,0.0,0.0,0.0,21,29,72.41,1402/12,کشاورزی,1403/03/09,تربت حیدریه
4062,529166,8.59,0,0.0,225.8,8773.7,29,29,100.0,1402/12,کشاورزی,1399/10/16,مشهد
4063,515318,25.21,0,0.0,62.9,6753.0,29,29,100.0,1402/12,کشاورزی,1398/11/28,مشهد
4064,622140,1.8,0,0.0,684.4,4437.9,29,29,100.0,1402/12,کشاورزی,1400/12/13,تربت حیدریه
4065,805513,,0,0.0,0.0,6.9,29,29,100.0,1402/12,کشاورزی,1400/09/25,نیشابور
4066,529018,22.32,0,0.0,69.1,6890.24,29,29,100.0,1402/12,کشاورزی,1398/09/10,مشهد
4067,529359,0.1,0,0.0,696.0,284.1,29,29,100.0,1402/12,کشاورزی,1399/10/02,مشهد
4068,540554,3.89,0,0.0,30.3,56.96,29,29,100.0,1402/12,,,
4069,603162,23.94,0,0.0,465.0,40886.32,29,29,100.0,1402/12,کشاورزی,1402/08/01,تربت حیدریه
4070,604032,,0,0.0,0.0,0.5,29,29,100.0,1402/12,,,
4071,600394,,0,0.0,0.0,0.0,29,29,100.0,1402/12,,,
4072,517218,1.3,0,0.0,621.2,18.178,29,29,100.0,1402/12,کشاورزی,1401/03/25,مشهد
4073,301167,,0,0.0,0.0,0.0,29,29,100.0,1402/12,کشاورزی,1403/04/06,گناباد
4074,805797,,0,0.0,0.0,0.0,29,29,100.0,1402/12,کشاورزی,1403/04/02,نیشابور
4075,515009,10.69,0,0.0,126.3,5962.0,29,29,100.0,1402/12,کشاورزی,1400/03/13,مشهد
4076,514404,5.63,0,0.0,425.0,1130.8,29,29,100.0,1402/12,کشاورزی,1400/11/25,مشهد
4077,529146,,0,0.0,0.0,0.0,29,29,100.0,1402/12,,,
4078,514588,,0,0.0,0.0,0.0,29,29,100.0,1402/12,کشاورزی,1401/02/28,مشهد
4079,515055,30.7,0,0.0,487.5,2918.0,29,29,100.0,1402/12,کشاورزی,1399/09/07,مشهد
4080,514021,19.35,0,0.0,0.7,59.556,29,29,100.0,1402/12,کشاورزی,1400/06/28,مشهد
4081,622109,2.64,0,0.0,168.0,255.322,29,29,100.0,1402/12,صنعتی,1401/07/08,تربت حیدریه
4082,515809,4.0,0,0.0,693.1,9996.5,29,29,100.0,1402/12,,,
4083,602572,,0,0.0,0.0,44.92,29,29,100.0,1402/12,شرب و بهداشت دام,1400/03/25,خواف
4084,107146,,0,0.0,0.0,0.0,29,29,100.0,1402/12,کشاورزی,1401/02/17,سبزوار
4085,517063,3.64,0,0.0,555.6,205.138,29,29,100.0,1402/12,صنعتی,1402/09/09,مشهد
4086,300159,1.46,0,0.0,97.5,93.08,29,29,100.0,1402/12,,,
4087,805771,0.2,0,0.0,584.5,421.3,29,29,100.0,1402/12,صنعتی,1399/07/23,نیشابور
4088,607035,3.41,0,0.0,312.0,860.975,29,29,100.0,1402/12,شرب و بهداشت دام,1402/08/28,خواف
4089,514311,21.22,0,0.0,267.2,20261.4,29,29,100.0,1402/12,کشاورزی,1400/12/29,مشهد
4090,519465,,0,0.0,0.0,0.0,29,29,100.0,1402/12,شرب و بهداشت دام,1400/02/03,قوچان
4091,302062,,0,0.0,0.0,56.1,29,29,100.0,1402/12,شرب و بهداشت دام,1400/10/08,گناباد
4092,514605,8.6,0,0.0,147.6,3852.99,29,29,100.0,1402/12,کشاورزی,1402/11/11,مشهد
4093,514943,,0,0.0,0.0,84.8,29,29,100.0,1402/12,کشاورزی,1399/02/30,مشهد
4094,806472,0.8,0,0.0,696.0,2062.9,29,29,100.0,1402/12,کشاورزی,1401/10/18,نیشابور
4095,806393,,0,0.0,0.0,0.2,29,29,100.0,1402/12,کشاورزی,1401/05/23,نیشابور
4096,804112,14.77,0,0.0,6.8,2298.777,29,29,100.0,1402/12,کشاورزی,1402/10/05,نیشابور
4097,609248,0.98,0,0.0,7.9,70.216,29,29,100.0,1402/12,,,
4098,603167,18.7,0,0.0,23.6,1870.593,29,29,100.0,1402/12,کشاورزی,1402/12/28,تربت حیدریه
4099,601500,10.3,0,0.0,693.1,25723.3,29,29,100.0,1402/12,کشاورزی,1400/12/19,تربت حیدریه
4100,603057,13.44,0,0.0,88.3,3682.264,29,29,100.0,1402/12,کشاورزی,1402/12/24,تربت حیدریه
4101,526303,3.43,0,0.0,37.3,105.98,29,29,100.0,1402/12,شرب و بهداشت دام,1399/09/13,مشهد
4102,603031,,0,0.0,0.0,0.0,29,29,100.0,1402/12,کشاورزی,1401/09/07,تربت حیدریه
4103,520017,,0,0.0,0.0,0.0,29,29,100.0,1402/12,صنعتی,1399/07/21,مشهد
4104,515387,1.15,0,0.0,33.5,128.51,29,29,100.0,1402/12,کشاورزی,1401/05/09,مشهد
4105,530471,1.6,0,0.0,429.8,90.804,29,29,100.0,1402/12,,,
4106,604158,,0,0.0,0.0,0.1,29,29,100.0,1402/12,کشاورزی,1400/10/07,تربت حیدریه
4107,516269,,0,0.0,0.0,6440.656,29,29,100.0,1402/12,شرب شهری,1401/08/15,مشهد
4108,514191,0.2,0,0.0,674.1,485.6,29,29,100.0,1402/12,کشاورزی,1399/07/12,مشهد
4109,603271,17.56,0,0.0,262.3,16633.07,29,29,100.0,1402/12,کشاورزی,1402/12/15,تربت حیدریه
4110,529135,3.03,0,0.0,44.2,551.117,29,29,100.0,1402/12,کشاورزی,1402/12/27,مشهد
4111,602278,0.52,0,0.0,166.3,9.674,29,29,100.0,1402/12,شرب و بهداشت دام,1402/06/27,تربت حیدریه
4112,607069,2.85,0,0.0,115.6,1026.98,29,29,100.0,1402/12,کشاورزی,1399/12/13,خواف
4113,606230,32.48,0,0.0,370.5,43359.2,29,29,100.0,1402/12,کشاورزی,1402/04/29,گناباد
4114,604352,8.94,0,0.0,587.9,2469.049,29,29,100.0,1402/12,کشاورزی,1399/09/26,تربت حیدریه
4115,101654,0.36,0,0.0,146.0,196.865,29,29,100.0,1402/12,شرب و بهداشت دام,1400/11/07,سبزوار
4116,623186,,0,0.0,0.0,0.0,7,29,24.14,1402/12,کشاورزی,1402/07/28,کاشمر
4117,514964,,0,0.0,0.0,0.0,29,29,100.0,1402/12,کشاورزی,1398/11/17,مشهد
4118,805706,0.6,0,0.0,728.0,1572.58,29,29,100.0,1402/12,شرب و بهداشت دام,1400/03/06,نیشابور
4119,600061,,0,0.0,0.0,0.8,29,29,100.0,1402/12,کشاورزی,1401/05/29,تربت حیدریه
4120,529224,,0,0.0,0.0,1.2,29,29,100.0,1402/12,کشاورزی,1399/11/20,مشهد
4121,521066,,0,0.0,0.0,0.0,29,29,100.0,1402/12,کشاورزی,1403/03/10,مشهد
4122,516646,,0,0.0,0.0,0.0,29,29,100.0,1402/12,کشاورزی,1403/03/08,مشهد
4123,622006,2.6,0,0.0,475.8,4368.91,29,29,100.0,1402/12,کشاورزی,1401/12/25,تربت حیدریه
4124,517446,,0,0.0,0.0,0.0,29,29,100.0,1402/12,صنعتی,1401/05/23,مشهد
4125,514597,,0,0.0,0.0,0.2,29,29,100.0,1402/12,کشاورزی,1399/05/29,مشهد
4126,518615,0.66,0,0.0,75.4,2327.251,22,29,75.86,1402/12,شرب و بهداشت دام,1401/05/01,مشهد
4127,604779,3.18,0,0.0,1.7,22.39,29,29,100.0,1402/12,صنعتی,1400/02/01,تربت حیدریه
4128,603426,20.55,0,0.0,173.1,3015.1,29,29,100.0,1402/12,کشاورزی,1401/02/11,تربت حیدریه
4129,603268,0.2,0,0.0,696.0,599.7,29,29,100.0,1402/12,کشاورزی,1401/11/11,تربت حیدریه
4130,602895,,0,0.0,0.0,0.0,29,29,100.0,1402/12,کشاورزی,1403/05/07,تربت حیدریه
4131,804310,3.3,0,0.0,4.7,34.787,29,29,100.0,1402/12,,,
4132,517400,1.73,0,0.0,103.3,100.48,29,29,100.0,1402/12,خدمات,1401/05/22,مشهد
4133,122092,,0,0.0,0.0,0.0,29,29,100.0,1402/12,صنعتی,1400/03/05,نیشابور
4134,517892,2.5,0,0.0,25.8,74.66,29,29,100.0,1402/12,صنعتی,1399/06/30,مشهد
4135,514051,3.61,0,0.0,463.8,60.726,29,29,100.0,1402/12,سایر,1400/08/19,مشهد
4136,924245,,0,0.0,0.0,0.0,29,29,100.0,1402/12,,,
4137,603256,2.4,0,0.0,4.0,281.833,23,29,79.31,1402/12,کشاورزی,1403/03/23,تربت حیدریه
4138,514521,8.85,0,0.0,14.7,460.7,29,29,100.0,1402/12,کشاورزی,1399/07/07,مشهد
4139,103815,1.32,0,0.0,29.9,143.558,29,29,100.0,1402/12,,,
4140,514048,3.38,0,0.0,640.2,909.757,29,29,100.0,1402/12,کشاورزی,1402/10/03,مشهد
4141,515399,0.1,0,0.0,621.5,223.6,29,29,100.0,1402/12,کشاورزی,1399/12/24,مشهد
4142,519681,3.27,0,0.0,65.8,774.52,28,29,96.55,1402/12,شرب و بهداشت دام,1399/11/21,مشهد
4143,515807,,0,0.0,0.0,0.0,29,29,100.0,1402/12,کشاورزی,1399/01/18,مشهد
4144,514698,,0,0.0,0.0,0.0,29,29,100.0,1402/12,صنعتی,1401/04/25,مشهد
4145,514604,8.6,0,0.0,693.1,21431.8,29,29,100.0,1402/12,کشاورزی,1399/05/02,مشهد
4146,603151,20.43,0,0.0,6.8,243.799,23,29,79.31,1402/12,کشاورزی,1403/05/29,تربت حیدریه
4147,618005,7.18,0,0.0,585.9,14318.334,29,29,100.0,1402/12,کشاورزی,1401/02/19,کاشمر
4148,518158,1.59,0,0.0,168.0,254.847,15,29,51.72,1402/12,,,
4149,805873,,0,0.0,0.0,0.0,29,29,100.0,1402/12,شرب و بهداشت دام,1399/02/17,نیشابور
4150,618309,,0,0.0,0.0,0.0,29,29,100.0,1402/12,شرب و بهداشت دام,1401/12/24,کاشمر
4151,527807,0.93,0,0.0,435.5,1443.084,29,29,100.0,1402/12,شرب و بهداشت دام,1399/06/25,مشهد
4152,514499,0.1,0,0.0,1.9,3.862,29,29,100.0,1402/12,کشاورزی,1399/11/08,مشهد
4153,804851,,0,0.0,0.0,0.0,29,29,100.0,1402/12,صنعتی,1399/11/16,نیشابور
4154,529183,2.2,0,0.0,0.0,124.2,25,29,86.21,1402/12,صنعتی,1399/07/07,مشهد
4155,515843,5.5,0,0.0,696.0,13758.9,29,29,100.0,1402/12,کشاورزی,1401/07/18,مشهد
4156,514475,8.11,0,0.0,20.1,681.07,29,29,100.0,1402/12,کشاورزی,1401/05/31,مشهد
4157,805468,,0,0.0,0.0,74.1,29,29,100.0,1402/12,شرب و بهداشت دام,1401/08/26,نیشابور
4158,201474,0.33,0,0.0,7.7,13.18,29,29,100.0,1402/12,کشاورزی,1400/05/13,قوچان
4159,805645,0.3,0,0.0,0.3,2.541,29,29,100.0,1402/12,کشاورزی,1400/10/29,نیشابور
4160,605149,,0,0.0,0.0,0.0,29,29,100.0,1402/12,کشاورزی,1400/01/28,تربت حیدریه
4161,609196,1.53,0,0.0,153.0,214.833,29,29,100.0,1402/12,شرب و بهداشت دام,1402/07/10,کاشمر
4162,516476,,0,0.0,0.0,0.0,29,29,100.0,1402/12,شرب و بهداشت دام,1399/07/23,مشهد
4163,516014,3.8,0,0.0,0.2,2.797,29,29,100.0,1402/12,صنعتی,1399/11/26,مشهد
4164,515626,24.23,0,0.0,109.9,10886.007,29,29,100.0,1402/12,کشاورزی,1400/11/18,مشهد
4165,603622,,0,0.0,0.0,0.0,29,29,100.0,1402/12,کشاورزی,1403/04/23,کاشمر
4166,603132,31.33,0,0.0,48.2,5757.149,29,29,100.0,1402/12,,,
4167,209290,0.1,0,0.0,505.1,181.9,29,29,100.0,1402/12,کشاورزی,1399/07/12,درگز
4168,805031,0.1,0,0.0,642.9,231.7,29,29,100.0,1402/12,کشاورزی,1399/11/16,نیشابور
