,Subscription Code,Flow Rate (l/s),Number of Negative Flows,Percentage of Negative Flows,Operating Hours (h),Consumption (m³),Number of Available Data Points,تعداد مورد انتظار,درصد اطلاعات موجود,month
40950,541280,,0,0.0,,,0,30,0.0,1402/07
40994,516377,,0,0.0,,,0,30,0.0,1402/07
41026,516377,,0,0.0,,0.0,30,30,100.0,1402/07
41184,529179,,0,0.0,,,0,30,0.0,1402/07
41572,514564,,0,0.0,,,0,30,0.0,1402/07
41661,111111,,0,0.0,,,0,30,0.0,1402/07
41679,514564,4.22,13,43.33,3871400.3,5543086.8,29,30,96.67,1402/07
42018,514702,,0,0.0,,,0,30,0.0,1402/07
42058,529179,,0,0.0,,,0,30,0.0,1402/07
42212,514711,,0,0.0,,,0,30,0.0,1402/08
42213,514711,18.25,0,0.0,84115.7,47298.4,30,30,100.0,1402/08
42243,514702,21.76,0,0.0,194695.5,38513.0,30,30,100.0,1402/08
42255,222222,,0,0.0,,0.0,16,30,53.33,1402/08
42292,چاه شماره 13,31.48,0,0.0,178655.9,68045.0,30,30,100.0,1402/08
42323,زندان مرکزی,2.41,0,0.0,2150.5,53.163,30,30,100.0,1402/08
42324,زندان مرکزی,,0,0.0,,,0,30,0.0,1402/08
42366,چاه شماره 13,,0,0.0,,,0,30,0.0,1402/08
42869,517048,9.08,0,0.0,150160.0,11932.7,30,30,100.0,1402/08
42870,517048,11.26,0,0.0,14.6,765.166,30,30,100.0,1402/08
42878,222222,5.29,0,0.0,122612.7,13738.1,30,30,100.0,1402/08
42941,517227,,0,0.0,,,0,30,0.0,1402/08
42942,517227,1.82,0,0.0,83.1,35378.2,30,30,100.0,1402/08
43009,111111,,0,0.0,0.0,-267.9,30,30,100.0,1402/08
43011,111111,,0,0.0,0.0,-14255.4,30,30,100.0,1402/08
43012,111111,,0,0.0,0.0,-12109.9,30,30,100.0,1402/08
43013,111111,,0,0.0,0.0,-1516.5,30,30,100.0,1402/08
43014,111111,,0,0.0,,,0,30,0.0,1402/08
43015,111111,1.24,0,0.0,7599.5,220.11,30,30,100.0,1402/08
43167,541280,,0,0.0,,,0,30,0.0,1402/08
43168,541280,,0,0.0,,,0,30,0.0,1402/08
43212,516377,,0,0.0,,,0,30,0.0,1402/08
43244,516377,,0,0.0,,0.0,17,30,56.67,1402/08
43402,529179,,0,0.0,,,0,30,0.0,1402/08
43790,514564,,0,0.0,,,0,30,0.0,1402/08
43879,111111,,0,0.0,,,0,30,0.0,1402/08
43897,514564,2.4,9,30.0,1476888.8,4310727.0,30,30,100.0,1402/08
44236,514702,,0,0.0,,,0,30,0.0,1402/08
44276,529179,,0,0.0,,,0,30,0.0,1402/08
44430,514711,,0,0.0,,,0,30,0.0,1402/09
44431,514711,16.27,0,0.0,70706.1,32158.9,30,30,100.0,1402/09
44461,514702,,0,0.0,0.0,116067.2,30,30,100.0,1402/09
44473,222222,,0,0.0,,,0,30,0.0,1402/09
44510,چاه شماره 13,31.46,0,0.0,152626.8,67353.0,30,30,100.0,1402/09
44541,زندان مرکزی,1.98,0,0.0,1521.3,35.168,30,30,100.0,1402/09
44542,زندان مرکزی,,0,0.0,,,0,30,0.0,1402/09
44584,چاه شماره 13,,0,0.0,,,0,30,0.0,1402/09
45087,517048,8.68,0,0.0,50534.2,6584.5,30,30,100.0,1402/09
45088,517048,11.02,0,0.0,195.9,7114.556,30,30,100.0,1402/09
45096,222222,5.28,0,0.0,110162.0,13661.6,30,30,100.0,1402/09
45159,517227,12.87,0,0.0,16.2,40852.0,30,30,100.0,1402/09
45160,517227,10.1,0,0.0,15.7,732.6,30,30,100.0,1402/09
45227,111111,,0,0.0,0.0,-267.9,30,30,100.0,1402/09
45229,111111,,0,0.0,0.0,-14255.5,30,30,100.0,1402/09
45230,111111,,0,0.0,0.0,-12109.9,30,30,100.0,1402/09
45231,111111,,0,0.0,0.0,-1516.4,30,30,100.0,1402/09
45232,111111,3.18,0,0.0,343.8,16700.5,30,30,100.0,1402/09
45233,111111,0.91,0,0.0,43101.1,543.79,30,30,100.0,1402/09
45385,541280,,0,0.0,,,0,30,0.0,1402/09
45386,541280,,0,0.0,,,0,30,0.0,1402/09
45430,516377,,0,0.0,,,0,30,0.0,1402/09
45462,516377,,0,0.0,0.0,0.0,30,30,100.0,1402/09
45620,529179,,0,0.0,,,0,30,0.0,1402/09
46008,514564,,0,0.0,,,0,30,0.0,1402/09
46097,111111,,0,0.0,,,0,30,0.0,1402/09
46115,514564,12.25,0,0.0,1.1,696.3,30,30,100.0,1402/09
46454,514702,,0,0.0,,,0,30,0.0,1402/09
46494,529179,,0,0.0,,,0,30,0.0,1402/09
46648,514711,,0,0.0,,,0,30,0.0,1402/10
46649,514711,4.99,4,13.33,2700894.1,3833.3,30,30,100.0,1402/10
46679,514702,,0,0.0,0.0,-51370.5,30,30,100.0,1402/10
46691,222222,,0,0.0,,,0,30,0.0,1402/10
46728,چاه شماره 13,31.55,0,0.0,94.1,4541.0,2,30,6.67,1402/10
46759,زندان مرکزی,1.89,0,0.0,2558.4,73.415,30,30,100.0,1402/10
46760,زندان مرکزی,,0,0.0,,,0,30,0.0,1402/10
46802,چاه شماره 13,,0,0.0,,,0,30,0.0,1402/10
47305,517048,8.5,0,0.0,809.2,956.4,30,30,100.0,1402/10
47306,517048,11.2,0,0.0,819.1,13352.798,30,30,100.0,1402/10
47314,222222,5.25,0,0.0,173747.0,13602.5,30,30,100.0,1402/10
47377,517227,13.78,0,0.0,93.1,4764.8,30,30,100.0,1402/10
47378,517227,14.59,0,0.0,78.9,4135.6,30,30,100.0,1402/10
47445,111111,,0,0.0,0.0,-268.0,30,30,100.0,1402/10
47447,111111,,0,0.0,0.0,-14255.4,30,30,100.0,1402/10
47448,111111,,0,0.0,0.0,-12109.9,30,30,100.0,1402/10
47449,111111,,0,0.0,0.0,-1516.5,30,30,100.0,1402/10
47450,111111,3.13,0,0.0,526.5,5973.8,30,30,100.0,1402/10
47451,111111,1.02,0,0.0,42245.9,1096.11,30,30,100.0,1402/10
47603,541280,,0,0.0,,,0,30,0.0,1402/10
47604,541280,,0,0.0,,,0,30,0.0,1402/10
47648,516377,,0,0.0,,,0,30,0.0,1402/10
47680,516377,,0,0.0,0.0,0.2,30,30,100.0,1402/10
47838,529179,,0,0.0,,,0,30,0.0,1402/10
48226,514564,,0,0.0,,,0,30,0.0,1402/10
48315,111111,,0,0.0,,,0,30,0.0,1402/10
48333,514564,10.64,1,3.33,77188.3,2706.9,30,30,100.0,1402/10
48672,514702,,0,0.0,,,0,30,0.0,1402/10
48712,529179,,0,0.0,,,0,30,0.0,1402/10
48866,514711,,0,0.0,,,0,30,0.0,1402/11
48867,514711,1.47,2,6.67,1692915.5,138.9,30,30,100.0,1402/11
48897,514702,20.81,0,0.0,484.4,36233.3,30,30,100.0,1402/11
48909,222222,,0,0.0,,,0,30,0.0,1402/11
48946,چاه شماره 13,,0,0.0,,,0,30,0.0,1402/11
48977,زندان مرکزی,1.1,0,0.0,,15.749,30,30,100.0,1402/11
48978,زندان مرکزی,,0,0.0,,0.0,23,30,76.67,1402/11
49020,چاه شماره 13,,0,0.0,,,0,30,0.0,1402/11
49523,517048,8.5,0,0.0,11.2,736.5,30,30,100.0,1402/11
49524,517048,11.17,0,0.0,2331.9,11174.85,30,30,100.0,1402/11
49532,222222,4.78,0,0.0,151210.0,12367.5,30,30,100.0,1402/11
49595,517227,13.26,0,0.0,110.0,5851.0,30,30,100.0,1402/11
49596,517227,15.33,0,0.0,20.7,1133.1,30,30,100.0,1402/11
49663,111111,,0,0.0,0.0,-267.9,30,30,100.0,1402/11
49665,111111,,0,0.0,0.0,-14255.4,30,30,100.0,1402/11
49666,111111,,0,0.0,0.0,-12109.9,30,30,100.0,1402/11
49667,111111,,0,0.0,0.0,-1516.4,30,30,100.0,1402/11
49668,111111,3.21,0,0.0,554.2,6391.8,30,30,100.0,1402/11
49669,111111,0.87,0,0.0,32661.5,435.61,30,30,100.0,1402/11
49821,541280,,0,0.0,,,0,30,0.0,1402/11
49822,541280,,0,0.0,,,0,30,0.0,1402/11
49866,516377,,0,0.0,,,0,30,0.0,1402/11
49898,516377,,0,0.0,0.0,0.3,30,30,100.0,1402/11
50056,529179,,0,0.0,,,0,30,0.0,1402/11
50444,514564,,0,0.0,,,0,30,0.0,1402/11
50533,111111,,0,0.0,,,0,30,0.0,1402/11
50551,514564,7.3,1,3.33,,376.1,21,30,70.0,1402/11
50890,514702,,0,0.0,,,0,30,0.0,1402/11
50930,529179,,0,0.0,,,0,30,0.0,1402/11
51084,514711,,0,0.0,,,0,29,0.0,1402/12
51085,514711,1.62,0,0.0,171065.7,74.6,29,29,100.0,1402/12
51115,514702,,0,0.0,0.0,485458.1,29,29,100.0,1402/12
51127,222222,,0,0.0,,,0,29,0.0,1402/12
51164,چاه شماره 13,,0,0.0,,,0,29,0.0,1402/12
51195,زندان مرکزی,1.62,0,0.0,,35.672,29,29,100.0,1402/12
51196,زندان مرکزی,,0,0.0,,0.0,29,29,100.0,1402/12
51238,چاه شماره 13,,0,0.0,,,0,29,0.0,1402/12
51741,517048,8.38,0,0.0,35445.5,3425.6,29,29,100.0,1402/12
51742,517048,10.88,0,0.0,3821.9,6429.52,28,29,96.55,1402/12
51750,222222,4.61,0,0.0,152052.9,11539.1,29,29,100.0,1402/12
51813,517227,14.89,0,0.0,117.7,6427.1,29,29,100.0,1402/12
51814,517227,13.88,0,0.0,82.5,4621.8,29,29,100.0,1402/12
51881,111111,,0,0.0,0.0,-259.0,29,29,100.0,1402/12
51883,111111,,0,0.0,0.0,-13780.3,29,29,100.0,1402/12
51884,111111,,0,0.0,0.0,-11706.2,29,29,100.0,1402/12
51885,111111,,0,0.0,0.0,-1465.9,29,29,100.0,1402/12
51886,111111,3.19,0,0.0,567.4,6502.1,29,29,100.0,1402/12
51887,111111,0.78,0,0.0,28747.1,343.27,29,29,100.0,1402/12
52039,541280,,0,0.0,,,0,29,0.0,1402/12
52040,541280,,0,0.0,,,0,29,0.0,1402/12
52084,516377,,0,0.0,,,0,29,0.0,1402/12
52116,516377,,0,0.0,0.0,0.2,29,29,100.0,1402/12
52274,529179,,0,0.0,,,0,29,0.0,1402/12
52662,514564,,0,0.0,,,0,29,0.0,1402/12
52751,111111,,0,0.0,,,0,29,0.0,1402/12
52769,514564,,0,0.0,,,0,29,0.0,1402/12
53108,514702,,0,0.0,,,0,29,0.0,1402/12
53148,529179,,0,0.0,,,0,29,0.0,1402/12
53302,514711,,0,0.0,,,0,31,0.0,1403/01
53303,514711,14.15,1,3.23,191087.3,21130.8,31,31,100.0,1403/01
53333,514702,,0,0.0,0.0,-47193.9,31,31,100.0,1403/01
53345,222222,,0,0.0,,,0,31,0.0,1403/01
53382,چاه شماره 13,,0,0.0,,,0,31,0.0,1403/01
53413,زندان مرکزی,,0,0.0,0.0,0.0,25,31,80.65,1403/01
53414,زندان مرکزی,4.08,0,0.0,4.5,78.499,31,31,100.0,1403/01
53456,چاه شماره 13,,0,0.0,,,0,31,0.0,1403/01
53959,517048,7.6,0,0.0,26623.8,1073.2,31,31,100.0,1403/01
53960,517048,11.15,0,0.0,3298.4,10501.51,31,31,100.0,1403/01
53968,222222,4.35,0,0.0,197690.8,11626.7,31,31,100.0,1403/01
54031,517227,15.49,0,0.0,295.3,16387.4,31,31,100.0,1403/01
54032,517227,15.35,0,0.0,141.8,7830.3,31,31,100.0,1403/01
54099,111111,,0,0.0,0.0,-276.9,31,31,100.0,1403/01
54101,111111,,0,0.0,0.0,-14730.6,31,31,100.0,1403/01
54102,111111,,0,0.0,0.0,-12513.6,31,31,100.0,1403/01
54103,111111,,0,0.0,0.0,-1567.0,31,31,100.0,1403/01
54104,111111,3.15,0,0.0,567.3,6444.7,31,31,100.0,1403/01
54105,111111,0.94,0,0.0,12403.9,748.19,31,31,100.0,1403/01
54257,541280,,0,0.0,,,0,31,0.0,1403/01
54258,541280,,0,0.0,,,0,31,0.0,1403/01
54302,516377,,0,0.0,,,0,31,0.0,1403/01
54334,516377,,0,0.0,0.0,0.3,31,31,100.0,1403/01
54492,529179,,0,0.0,,,0,31,0.0,1403/01
54880,514564,,0,0.0,0.0,0.0,7,31,22.58,1403/01
54969,111111,,0,0.0,,,0,31,0.0,1403/01
54987,514564,,0,0.0,,,0,31,0.0,1403/01
55326,514702,,0,0.0,,,0,31,0.0,1403/01
55366,529179,,0,0.0,,,0,31,0.0,1403/01
55520,514711,,0,0.0,,,0,31,0.0,1403/02
55521,514711,14.57,0,0.0,404.2,22046.3,31,31,100.0,1403/02
55551,514702,,0,0.0,0.0,-47193.8,31,31,100.0,1403/02
55563,222222,,0,0.0,,,0,31,0.0,1403/02
55600,چاه شماره 13,,0,0.0,,,0,31,0.0,1403/02
55631,زندان مرکزی,,0,0.0,0.0,0.014,8,31,25.81,1403/02
55632,زندان مرکزی,4.12,0,0.0,7.5,118.655,31,31,100.0,1403/02
55674,چاه شماره 13,,0,0.0,,,0,31,0.0,1403/02
56177,517048,8.3,0,0.0,26.0,772.8,31,31,100.0,1403/02
56178,517048,11.0,0,0.0,319.4,12643.17,31,31,100.0,1403/02
56186,222222,5.52,0,0.0,735.5,14625.9,31,31,100.0,1403/02
56249,517227,15.28,0,0.0,287.0,15603.0,31,31,100.0,1403/02
56250,517227,14.9,0,0.0,15.6,843.1,31,31,100.0,1403/02
56317,111111,6.51,0,0.0,9.1,235.08,31,31,100.0,1403/02
56319,111111,10.62,0,0.0,429.2,16336.9,31,31,100.0,1403/02
56320,111111,8.23,0,0.0,509.3,15251.5,31,31,100.0,1403/02
56321,111111,,0,0.0,0.0,-1567.0,31,31,100.0,1403/02
56322,111111,,0,0.0,0.0,6629.5,31,31,100.0,1403/02
56323,111111,0.99,0,0.0,322.3,1225.43,31,31,100.0,1403/02
56475,541280,,0,0.0,,,0,31,0.0,1403/02
56476,541280,,0,0.0,,,0,31,0.0,1403/02
56520,516377,,0,0.0,,,0,31,0.0,1403/02
56552,516377,,0,0.0,0.0,0.2,31,31,100.0,1403/02
56710,529179,19.32,0,0.0,72.1,205899.5,15,31,48.39,1403/02
57098,514564,9.42,0,0.0,434.7,17969.729,31,31,100.0,1403/02
57187,111111,,0,0.0,,,0,31,0.0,1403/02
57205,514564,,0,0.0,,,0,31,0.0,1403/02
57544,514702,,0,0.0,,,0,31,0.0,1403/02
57584,529179,,0,0.0,,,0,31,0.0,1403/02
57738,514711,,0,0.0,,,0,31,0.0,1403/03
57739,514711,12.57,0,0.0,528.1,24575.3,31,31,100.0,1403/03
57769,514702,,0,0.0,0.0,-47193.9,31,31,100.0,1403/03
57781,222222,,0,0.0,,,0,31,0.0,1403/03
57818,چاه شماره 13,,0,0.0,,,0,31,0.0,1403/03
57849,زندان مرکزی,,0,0.0,0.0,64.388,12,31,38.71,1403/03
57850,زندان مرکزی,4.08,0,0.0,13.8,201.741,31,31,100.0,1403/03
57892,چاه شماره 13,,0,0.0,,,0,31,0.0,1403/03
58395,517048,8.25,0,0.0,313.2,9308.8,31,31,100.0,1403/03
58396,517048,10.93,0,0.0,156.5,6164.46,31,31,100.0,1403/03
58404,222222,6.18,0,0.0,731.5,16276.9,31,31,100.0,1403/03
58467,517227,14.92,0,0.0,588.6,31393.8,31,31,100.0,1403/03
58468,517227,14.71,0,0.0,499.2,26499.6,31,31,100.0,1403/03
58535,111111,6.64,0,0.0,18.3,450.99,31,31,100.0,1403/03
58537,111111,10.37,0,0.0,391.5,14657.5,31,31,100.0,1403/03
58538,111111,8.89,0,0.0,466.9,14821.7,31,31,100.0,1403/03
58539,111111,,0,0.0,0.0,-1567.0,31,31,100.0,1403/03
58540,111111,3.11,0,0.0,550.1,6182.0,31,31,100.0,1403/03
58541,111111,0.89,0,0.0,339.2,950.57,31,31,100.0,1403/03
58693,541280,,0,0.0,,,0,31,0.0,1403/03
58694,541280,,0,0.0,,,0,31,0.0,1403/03
58738,516377,,0,0.0,,,0,31,0.0,1403/03
58770,516377,,0,0.0,0.0,0.3,31,31,100.0,1403/03
58928,529179,17.28,0,0.0,279.1,23019.6,26,31,83.87,1403/03
59316,514564,9.61,0,0.0,565.9,20691.05,31,31,100.0,1403/03
59405,111111,,0,0.0,,,0,31,0.0,1403/03
59423,514564,,0,0.0,,,0,31,0.0,1403/03
59762,514702,,0,0.0,,,0,31,0.0,1403/03
59802,529179,,0,0.0,,,0,31,0.0,1403/03
59956,514711,,0,0.0,,,0,31,0.0,1403/04
59957,514711,12.4,0,0.0,575.0,25649.8,31,31,100.0,1403/04
59987,514702,,0,0.0,0.0,-47193.9,31,31,100.0,1403/04
59999,222222,,0,0.0,,,0,31,0.0,1403/04
60036,چاه شماره 13,,0,0.0,,,0,31,0.0,1403/04
60067,زندان مرکزی,,0,0.0,0.0,0.0,31,31,100.0,1403/04
60068,زندان مرکزی,4.06,0,0.0,12.3,188.469,31,31,100.0,1403/04
60110,چاه شماره 13,,0,0.0,,,0,31,0.0,1403/04
60613,517048,8.19,0,0.0,511.9,15069.1,31,31,100.0,1403/04
60614,517048,10.6,0,0.0,46.4,1774.95,31,31,100.0,1403/04
60622,222222,6.94,0,0.0,741.4,18577.4,31,31,100.0,1403/04
60685,517227,14.51,0,0.0,571.4,29826.8,31,31,100.0,1403/04
60686,517227,14.29,0,0.0,571.7,29414.9,31,31,100.0,1403/04
60753,111111,5.04,0,0.0,23.9,431.68,31,31,100.0,1403/04
60755,111111,10.15,0,0.0,482.8,17514.0,31,31,100.0,1403/04
60756,111111,8.85,0,0.0,557.3,17561.6,31,31,100.0,1403/04
60757,111111,3.16,0,0.0,579.7,6573.8,31,31,100.0,1403/04
60758,111111,3.1,0,0.0,620.9,6935.6,31,31,100.0,1403/04
60759,111111,0.94,0,0.0,182.2,616.19,31,31,100.0,1403/04
60911,541280,,0,0.0,,,0,31,0.0,1403/04
60912,541280,,0,0.0,,,0,31,0.0,1403/04
60956,516377,,0,0.0,,,0,31,0.0,1403/04
60988,516377,,0,0.0,0.0,0.2,31,31,100.0,1403/04
61146,529179,13.92,0,0.0,732.8,36861.6,31,31,100.0,1403/04
61534,514564,11.78,0,0.0,585.3,24857.77,31,31,100.0,1403/04
61623,111111,,0,0.0,,,0,31,0.0,1403/04
61641,514564,,0,0.0,,,0,31,0.0,1403/04
61980,514702,,0,0.0,,,0,31,0.0,1403/04
62020,529179,,0,0.0,,,0,31,0.0,1403/04
62174,514711,,0,0.0,,,0,31,0.0,1403/05
62175,514711,10.42,0,0.0,539.9,21330.3,31,31,100.0,1403/05
62205,514702,,0,0.0,0.0,-47193.9,31,31,100.0,1403/05
62217,222222,,0,0.0,,,0,31,0.0,1403/05
62254,چاه شماره 13,,0,0.0,,,0,31,0.0,1403/05
62285,زندان مرکزی,2.73,0,0.0,312.8,167.64,31,31,100.0,1403/05
62286,زندان مرکزی,3.69,0,0.0,22.5,305.492,31,31,100.0,1403/05
62328,چاه شماره 13,,0,0.0,,,0,31,0.0,1403/05
62831,517048,8.05,0,0.0,543.9,15736.3,31,31,100.0,1403/05
62832,517048,10.45,0,0.0,22.4,846.29,31,31,100.0,1403/05
62840,222222,6.94,0,0.0,741.8,18601.1,31,31,100.0,1403/05
62903,517227,13.83,0,0.0,578.8,28806.1,31,31,100.0,1403/05
62904,517227,13.68,0,0.0,578.2,28504.9,31,31,100.0,1403/05
62971,111111,4.03,0,0.0,17.7,259.66,31,31,100.0,1403/05
62973,111111,9.54,0,0.0,497.5,16417.8,31,31,100.0,1403/05
62974,111111,8.77,0,0.0,545.2,17201.6,31,31,100.0,1403/05
62975,111111,,0,0.0,,,0,31,0.0,1403/05
62976,111111,3.13,0,0.0,628.6,7080.0,31,31,100.0,1403/05
62977,111111,1.1,0,0.0,116.8,477.68,31,31,100.0,1403/05
63129,541280,,0,0.0,,,0,31,0.0,1403/05
63130,541280,,0,0.0,,,0,31,0.0,1403/05
63174,516377,,0,0.0,,,0,31,0.0,1403/05
63206,516377,,0,0.0,0.0,0.3,31,31,100.0,1403/05
63364,529179,8.77,0,0.0,721.4,22918.6,31,31,100.0,1403/05
63752,514564,11.18,0,0.0,587.7,24064.28,31,31,100.0,1403/05
63841,111111,,0,0.0,,,0,31,0.0,1403/05
63859,514564,,0,0.0,,,0,31,0.0,1403/05
64198,514702,,0,0.0,,,0,31,0.0,1403/05
64238,529179,,0,0.0,,,0,31,0.0,1403/05
64392,514711,,0,0.0,,,0,31,0.0,1403/06
64393,514711,8.51,0,0.0,319.4,12278.3,31,31,100.0,1403/06
64423,514702,19.54,0,0.0,726.2,50977.3,31,31,100.0,1403/06
64435,222222,,0,0.0,,,0,31,0.0,1403/06
64472,چاه شماره 13,,0,0.0,,,0,31,0.0,1403/06
64503,زندان مرکزی,2.69,0,0.0,680.3,6572.158,31,31,100.0,1403/06
64504,زندان مرکزی,3.86,0,0.0,14.9,219.654,31,31,100.0,1403/06
64546,چاه شماره 13,13.52,0,0.0,117.3,8451.461,19,31,61.29,1403/06
65049,517048,8.0,0,0.0,520.3,14980.0,31,31,100.0,1403/06
65050,517048,10.4,0,0.0,7.3,275.14,31,31,100.0,1403/06
65058,222222,5.9,0,0.0,714.3,15185.4,31,31,100.0,1403/06
65121,517227,13.32,0,0.0,546.7,26247.5,31,31,100.0,1403/06
65122,517227,13.3,0,0.0,544.7,26072.5,31,31,100.0,1403/06
65189,111111,4.5,0,0.0,22.5,361.48,31,31,100.0,1403/06
65191,111111,9.58,0,0.0,488.3,16522.1,31,31,100.0,1403/06
65192,111111,8.47,0,0.0,601.9,18274.0,31,31,100.0,1403/06
65193,111111,,0,0.0,,,0,31,0.0,1403/06
65194,111111,3.15,0,0.0,633.8,7227.0,31,31,100.0,1403/06
65195,111111,0.91,0,0.0,188.6,620.69,31,31,100.0,1403/06
65347,541280,,0,0.0,,,0,31,0.0,1403/06
65348,541280,,0,0.0,,,0,31,0.0,1403/06
65392,516377,,0,0.0,,,0,31,0.0,1403/06
65424,516377,,0,0.0,0.0,0.3,31,31,100.0,1403/06
65582,529179,7.47,0,0.0,682.9,18791.8,31,31,100.0,1403/06
65970,514564,10.76,0,0.0,538.9,21824.56,31,31,100.0,1403/06
66059,111111,,0,0.0,,,0,31,0.0,1403/06
66077,514564,,0,0.0,,,0,31,0.0,1403/06
66416,514702,,0,0.0,,,0,31,0.0,1403/06
66456,529179,,0,0.0,,,0,31,0.0,1403/06
66610,514711,,0,0.0,,,0,30,0.0,1403/07
66611,514711,8.11,0,0.0,121.8,4428.0,30,30,100.0,1403/07
66641,514702,,0,0.0,,,0,30,0.0,1403/07
66653,222222,,0,0.0,,,0,30,0.0,1403/07
66690,چاه شماره 13,,0,0.0,,,0,30,0.0,1403/07
66721,زندان مرکزی,2.57,0,0.0,626.9,5792.149,30,30,100.0,1403/07
66722,زندان مرکزی,3.97,0,0.0,11.5,163.001,30,30,100.0,1403/07
66764,چاه شماره 13,20.04,0,0.0,409.8,30867.256,30,30,100.0,1403/07
67267,517048,7.97,0,0.0,471.6,13522.8,30,30,100.0,1403/07
67268,517048,10.3,0,0.0,7.3,272.36,30,30,100.0,1403/07
67276,222222,6.16,0,0.0,644.9,14299.4,30,30,100.0,1403/07
67339,517227,12.74,0,0.0,491.9,22555.9,30,30,100.0,1403/07
67340,517227,12.76,0,0.0,494.8,22741.5,30,30,100.0,1403/07
67407,111111,4.73,0,0.0,21.1,345.53,30,30,100.0,1403/07
67409,111111,9.64,0,0.0,442.7,15447.3,30,30,100.0,1403/07
67410,111111,8.5,0,0.0,562.7,17138.8,30,30,100.0,1403/07
67411,111111,,0,0.0,,,0,30,0.0,1403/07
67412,111111,3.09,0,0.0,585.7,6516.3,30,30,100.0,1403/07
67413,111111,0.97,0,0.0,89.4,312.77,30,30,100.0,1403/07
67565,541280,,0,0.0,,,0,30,0.0,1403/07
67566,541280,,0,0.0,,,0,30,0.0,1403/07
67610,516377,,0,0.0,,,0,30,0.0,1403/07
67642,516377,,0,0.0,0.0,0.2,30,30,100.0,1403/07
67800,529179,4.39,0,0.0,574.3,9078.6,30,30,100.0,1403/07
68188,514564,10.94,0,0.0,373.0,15283.2,30,30,100.0,1403/07
68277,111111,,0,0.0,,,0,30,0.0,1403/07
68295,514564,,0,0.0,,,0,30,0.0,1403/07
68634,514702,,0,0.0,,,0,30,0.0,1403/07
68674,529179,,0,0.0,,,0,30,0.0,1403/07
68828,514711,,0,0.0,,,0,30,0.0,1403/08
68829,514711,8.15,0,0.0,35.1,435.3,30,30,100.0,1403/08
68859,514702,,0,0.0,,,0,30,0.0,1403/08
68871,222222,,0,0.0,,,0,30,0.0,1403/08
68908,چاه شماره 13,,0,0.0,,,0,30,0.0,1403/08
68939,زندان مرکزی,2.51,0,0.0,625.7,5683.3,30,30,100.0,1403/08
68940,زندان مرکزی,4.3,0,0.0,1.5,35.931,30,30,100.0,1403/08
68982,چاه شماره 13,20.15,0,0.0,566.9,41118.43,30,30,100.0,1403/08
69485,517048,7.93,0,0.0,261.0,7443.9,30,30,100.0,1403/08
69486,517048,10.36,0,0.0,28.6,1070.13,30,30,100.0,1403/08
69494,222222,5.87,0,0.0,648.9,13708.5,30,30,100.0,1403/08
69557,517227,13.34,0,0.0,148.0,6926.4,30,30,100.0,1403/08
69558,517227,11.39,0,0.0,115.1,5254.8,30,30,100.0,1403/08
69625,111111,4.81,0,0.0,29.1,473.57,30,30,100.0,1403/08
69627,111111,,0,0.0,,,30,30,100.0,1403/08
69628,111111,8.5,0,0.0,502.3,15325.6,30,30,100.0,1403/08
69629,111111,,0,0.0,,,0,30,0.0,1403/08
69630,111111,3.22,0,0.0,594.8,6872.3,30,30,100.0,1403/08
69631,111111,,0,0.0,0.0,0.0,30,30,100.0,1403/08
69783,541280,,0,0.0,,,0,30,0.0,1403/08
69784,541280,,0,0.0,,,0,30,0.0,1403/08
69828,516377,,0,0.0,,,0,30,0.0,1403/08
69860,516377,,0,0.0,0.0,0.2,30,30,100.0,1403/08
70018,529179,6.0,0,0.0,525.0,10669.5,30,30,100.0,1403/08
70406,514564,11.43,0,0.0,239.1,9813.3,30,30,100.0,1403/08
70495,111111,,0,0.0,,,0,30,0.0,1403/08
70513,514564,,0,0.0,,,0,30,0.0,1403/08
70852,514702,,0,0.0,,,0,30,0.0,1403/08
70892,529179,,0,0.0,,,0,30,0.0,1403/08
71046,514711,,0,0.0,,,0,30,0.0,1403/09
71047,514711,,0,0.0,0.0,-1931.8,30,30,100.0,1403/09
71077,514702,,0,0.0,,,0,30,0.0,1403/09
71089,222222,,0,0.0,,,0,30,0.0,1403/09
71126,چاه شماره 13,,0,0.0,,,0,30,0.0,1403/09
71157,زندان مرکزی,2.67,0,0.0,631.6,6061.22,30,30,100.0,1403/09
71158,زندان مرکزی,3.07,0,0.0,0.8,15.373,30,30,100.0,1403/09
71200,چاه شماره 13,20.0,0,0.0,562.3,40493.94,30,30,100.0,1403/09
71703,517048,7.94,0,0.0,270.7,7750.7,30,30,100.0,1403/09
71704,517048,10.38,0,0.0,28.1,1050.3,30,30,100.0,1403/09
71712,222222,5.33,0,0.0,647.1,12407.7,30,30,100.0,1403/09
71775,517227,13.43,0,0.0,71.2,3445.9,30,30,100.0,1403/09
71776,517227,13.27,0,0.0,19.3,920.2,30,30,100.0,1403/09
71843,111111,4.3,0,0.0,21.8,339.72,30,30,100.0,1403/09
71845,111111,,0,0.0,,,30,30,100.0,1403/09
71846,111111,8.5,0,0.0,473.4,14499.8,30,30,100.0,1403/09
71847,111111,,0,0.0,,,0,30,0.0,1403/09
71848,111111,3.17,0,0.0,579.5,6642.2,30,30,100.0,1403/09
71849,111111,1.01,0,0.0,73.0,284.92,30,30,100.0,1403/09
72001,541280,,0,0.0,,,0,30,0.0,1403/09
72002,541280,,0,0.0,,,0,30,0.0,1403/09
